WOJ,WOJEWÓDZTWO,IMIĘ_PIERWSZE,PŁEĆ,LICZBA_WYSTĄPIEŃ
26,ŚWIĘTOKRZYSKIE,TOBIASZ,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,KONRAD,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,SZCZEPAN,MĘŻCZYZNA,3
26,ŚWIĘTOKRZYSKIE,ROMAN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,MAURYCY,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,JEREMIASZ,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,BOGUSŁAW,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,BERNARD,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,SAMUEL,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,OLEK,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,LUCJAN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,JULIUSZ,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,EMILIAN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,ARON,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,NOEL,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,NOAH,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,BRAJAN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,BARTEK,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,FELIX,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,WALDEMAR,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,OKTAWIAN,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,ARTEM,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,NIKOLAS,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,LIAM,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,MAREK,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,MAXIM,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,LEOPOLD,MĘŻCZYZNA,2
26,ŚWIĘTOKRZYSKIE,OLIVER,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,ALEKSANDER,MĘŻCZYZNA,276
28,WARMIŃSKO-MAZURSKIE,ANTONI,MĘŻCZYZNA,247
28,WARMIŃSKO-MAZURSKIE,JAN,MĘŻCZYZNA,242
28,WARMIŃSKO-MAZURSKIE,FRANCISZEK,MĘŻCZYZNA,221
28,WARMIŃSKO-MAZURSKIE,NIKODEM,MĘŻCZYZNA,191
28,WARMIŃSKO-MAZURSKIE,JAKUB,MĘŻCZYZNA,186
28,WARMIŃSKO-MAZURSKIE,SZYMON,MĘŻCZYZNA,171
28,WARMIŃSKO-MAZURSKIE,STANISŁAW,MĘŻCZYZNA,167
28,WARMIŃSKO-MAZURSKIE,MIKOŁAJ,MĘŻCZYZNA,161
28,WARMIŃSKO-MAZURSKIE,FILIP,MĘŻCZYZNA,158
28,WARMIŃSKO-MAZURSKIE,WOJCIECH,MĘŻCZYZNA,151
28,WARMIŃSKO-MAZURSKIE,LEON,MĘŻCZYZNA,149
28,WARMIŃSKO-MAZURSKIE,IGNACY,MĘŻCZYZNA,145
28,WARMIŃSKO-MAZURSKIE,KACPER,MĘŻCZYZNA,140
28,WARMIŃSKO-MAZURSKIE,TYMON,MĘŻCZYZNA,128
28,WARMIŃSKO-MAZURSKIE,MARCEL,MĘŻCZYZNA,119
28,WARMIŃSKO-MAZURSKIE,MICHAŁ,MĘŻCZYZNA,115
28,WARMIŃSKO-MAZURSKIE,ADAM,MĘŻCZYZNA,104
28,WARMIŃSKO-MAZURSKIE,MIŁOSZ,MĘŻCZYZNA,99
28,WARMIŃSKO-MAZURSKIE,WIKTOR,MĘŻCZYZNA,95
28,WARMIŃSKO-MAZURSKIE,OLIWIER,MĘŻCZYZNA,91
28,WARMIŃSKO-MAZURSKIE,JULIAN,MĘŻCZYZNA,91
28,WARMIŃSKO-MAZURSKIE,PIOTR,MĘŻCZYZNA,89
28,WARMIŃSKO-MAZURSKIE,TYMOTEUSZ,MĘŻCZYZNA,74
28,WARMIŃSKO-MAZURSKIE,IGOR,MĘŻCZYZNA,74
28,WARMIŃSKO-MAZURSKIE,OSKAR,MĘŻCZYZNA,65
28,WARMIŃSKO-MAZURSKIE,MAKSYMILIAN,MĘŻCZYZNA,63
28,WARMIŃSKO-MAZURSKIE,FABIAN,MĘŻCZYZNA,62
28,WARMIŃSKO-MAZURSKIE,GABRIEL,MĘŻCZYZNA,61
28,WARMIŃSKO-MAZURSKIE,NATAN,MĘŻCZYZNA,59
28,WARMIŃSKO-MAZURSKIE,HUBERT,MĘŻCZYZNA,58
28,WARMIŃSKO-MAZURSKIE,BARTOSZ,MĘŻCZYZNA,57
28,WARMIŃSKO-MAZURSKIE,ALAN,MĘŻCZYZNA,54
28,WARMIŃSKO-MAZURSKIE,DOMINIK,MĘŻCZYZNA,51
28,WARMIŃSKO-MAZURSKIE,KRZYSZTOF,MĘŻCZYZNA,45
28,WARMIŃSKO-MAZURSKIE,TOMASZ,MĘŻCZYZNA,45
28,WARMIŃSKO-MAZURSKIE,MACIEJ,MĘŻCZYZNA,44
28,WARMIŃSKO-MAZURSKIE,KUBA,MĘŻCZYZNA,40
28,WARMIŃSKO-MAZURSKIE,MATEUSZ,MĘŻCZYZNA,39
28,WARMIŃSKO-MAZURSKIE,DAWID,MĘŻCZYZNA,36
28,WARMIŃSKO-MAZURSKIE,HENRYK,MĘŻCZYZNA,36
28,WARMIŃSKO-MAZURSKIE,ARTUR,MĘŻCZYZNA,35
28,WARMIŃSKO-MAZURSKIE,OLAF,MĘŻCZYZNA,31
28,WARMIŃSKO-MAZURSKIE,BRUNO,MĘŻCZYZNA,31
28,WARMIŃSKO-MAZURSKIE,SEBASTIAN,MĘŻCZYZNA,30
28,WARMIŃSKO-MAZURSKIE,KSAWERY,MĘŻCZYZNA,29
28,WARMIŃSKO-MAZURSKIE,WITOLD,MĘŻCZYZNA,28
28,WARMIŃSKO-MAZURSKIE,KAJETAN,MĘŻCZYZNA,28
28,WARMIŃSKO-MAZURSKIE,KAROL,MĘŻCZYZNA,27
28,WARMIŃSKO-MAZURSKIE,BARTŁOMIEJ,MĘŻCZYZNA,26
28,WARMIŃSKO-MAZURSKIE,CEZARY,MĘŻCZYZNA,25
28,WARMIŃSKO-MAZURSKIE,BORYS,MĘŻCZYZNA,24
28,WARMIŃSKO-MAZURSKIE,TADEUSZ,MĘŻCZYZNA,22
28,WARMIŃSKO-MAZURSKIE,GRZEGORZ,MĘŻCZYZNA,21
28,WARMIŃSKO-MAZURSKIE,PAWEŁ,MĘŻCZYZNA,20
28,WARMIŃSKO-MAZURSKIE,KRYSTIAN,MĘŻCZYZNA,19
28,WARMIŃSKO-MAZURSKIE,TOBIASZ,MĘŻCZYZNA,18
28,WARMIŃSKO-MAZURSKIE,JÓZEF,MĘŻCZYZNA,18
28,WARMIŃSKO-MAZURSKIE,LEO,MĘŻCZYZNA,16
28,WARMIŃSKO-MAZURSKIE,KAMIL,MĘŻCZYZNA,16
28,WARMIŃSKO-MAZURSKIE,ERYK,MĘŻCZYZNA,16
28,WARMIŃSKO-MAZURSKIE,MILAN,MĘŻCZYZNA,15
28,WARMIŃSKO-MAZURSKIE,KONSTANTY,MĘŻCZYZNA,15
28,WARMIŃSKO-MAZURSKIE,ALEX,MĘŻCZYZNA,14
28,WARMIŃSKO-MAZURSKIE,TEODOR,MĘŻCZYZNA,14
28,WARMIŃSKO-MAZURSKIE,MIESZKO,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,RAFAŁ,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,LEONARD,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,REMIGIUSZ,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,DANIEL,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,KONRAD,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,KORNEL,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,ADRIAN,MĘŻCZYZNA,13
28,WARMIŃSKO-MAZURSKIE,KAZIMIERZ,MĘŻCZYZNA,12
28,WARMIŃSKO-MAZURSKIE,MARCIN,MĘŻCZYZNA,12
28,WARMIŃSKO-MAZURSKIE,BŁAŻEJ,MĘŻCZYZNA,12
28,WARMIŃSKO-MAZURSKIE,STEFAN,MĘŻCZYZNA,12
28,WARMIŃSKO-MAZURSKIE,JERZY,MĘŻCZYZNA,11
28,WARMIŃSKO-MAZURSKIE,FELIKS,MĘŻCZYZNA,11
28,WARMIŃSKO-MAZURSKIE,RADOSŁAW,MĘŻCZYZNA,11
28,WARMIŃSKO-MAZURSKIE,ROBERT,MĘŻCZYZNA,10
28,WARMIŃSKO-MAZURSKIE,LUCJAN,MĘŻCZYZNA,10
28,WARMIŃSKO-MAZURSKIE,NATANIEL,MĘŻCZYZNA,10
28,WARMIŃSKO-MAZURSKIE,PRZEMYSŁAW,MĘŻCZYZNA,10
28,WARMIŃSKO-MAZURSKIE,PATRYK,MĘŻCZYZNA,9
28,WARMIŃSKO-MAZURSKIE,JULIUSZ,MĘŻCZYZNA,9
28,WARMIŃSKO-MAZURSKIE,DAMIAN,MĘŻCZYZNA,9
28,WARMIŃSKO-MAZURSKIE,BRAJAN,MĘŻCZYZNA,9
28,WARMIŃSKO-MAZURSKIE,KORDIAN,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,EMIL,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,ALBERT,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,OLIVIER,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,ŁUKASZ,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,FLORIAN,MĘŻCZYZNA,8
28,WARMIŃSKO-MAZURSKIE,ALEKS,MĘŻCZYZNA,7
28,WARMIŃSKO-MAZURSKIE,SEWERYN,MĘŻCZYZNA,7
28,WARMIŃSKO-MAZURSKIE,WŁADYSŁAW,MĘŻCZYZNA,7
28,WARMIŃSKO-MAZURSKIE,GRACJAN,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,ARKADIUSZ,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,ANDRZEJ,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,JĘDRZEJ,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,RYSZARD,MĘŻCZYZNA,6
28,WARMIŃSKO-MAZURSKIE,ARON,MĘŻCZYZNA,5
28,WARMIŃSKO-MAZURSKIE,MAURYCY,MĘŻCZYZNA,5
28,WARMIŃSKO-MAZURSKIE,ERNEST,MĘŻCZYZNA,5
28,WARMIŃSKO-MAZURSKIE,GUSTAW,MĘŻCZYZNA,5
28,WARMIŃSKO-MAZURSKIE,LIAM,MĘŻCZYZNA,5
28,WARMIŃSKO-MAZURSKIE,LUDWIK,MĘŻCZYZNA,5
28,WARMIŃSKO-MAZURSKIE,ALEXANDER,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,IWO,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,DAVID,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,ROMAN,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,MARIUSZ,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,NORBERT,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,MIECZYSŁAW,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,MAKS,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,MAREK,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,ZBIGNIEW,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,ALEKSY,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,DORIAN,MĘŻCZYZNA,4
28,WARMIŃSKO-MAZURSKIE,KASJAN,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,JEREMI,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,MAKSYM,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,IVAN,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,HUGO,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,SYLWESTER,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,OLEK,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,LEONARDO,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,MAX,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,BOGDAN,MĘŻCZYZNA,3
28,WARMIŃSKO-MAZURSKIE,WINCENTY,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,OLIVER,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,SAMUEL,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,JEREMIASZ,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,GNIEWOSZ,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,JAROSŁAW,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,FRYDERYK,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,MAXIMILIAN,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,ARTHUR,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,KAJ,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,JACEK,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,MARK,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,KRZESIMIR,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,CYPRIAN,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,OSCAR,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,EMANUEL,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,TEO,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,BENEDYKT,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,KORNELIUSZ,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,BENIAMIN,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,DIEGO,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,EDWARD,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,ANTHONY,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,TYCJAN,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,CZESŁAW,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,OKTAWIAN,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,ANDRIA,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,GNIEWKO,MĘŻCZYZNA,2
28,WARMIŃSKO-MAZURSKIE,WINCENT,MĘŻCZYZNA,2
30,WIELKOPOLSKIE,ANTONI,MĘŻCZYZNA,808
30,WIELKOPOLSKIE,JAN,MĘŻCZYZNA,710
30,WIELKOPOLSKIE,FRANCISZEK,MĘŻCZYZNA,694
30,WIELKOPOLSKIE,LEON,MĘŻCZYZNA,651
30,WIELKOPOLSKIE,ALEKSANDER,MĘŻCZYZNA,632
30,WIELKOPOLSKIE,STANISŁAW,MĘŻCZYZNA,624
30,WIELKOPOLSKIE,WOJCIECH,MĘŻCZYZNA,553
30,WIELKOPOLSKIE,JAKUB,MĘŻCZYZNA,518
30,WIELKOPOLSKIE,IGNACY,MĘŻCZYZNA,484
30,WIELKOPOLSKIE,MIKOŁAJ,MĘŻCZYZNA,442
30,WIELKOPOLSKIE,NIKODEM,MĘŻCZYZNA,440
30,WIELKOPOLSKIE,MARCEL,MĘŻCZYZNA,434
30,WIELKOPOLSKIE,SZYMON,MĘŻCZYZNA,424
30,WIELKOPOLSKIE,FILIP,MĘŻCZYZNA,418
30,WIELKOPOLSKIE,TYMON,MĘŻCZYZNA,369
30,WIELKOPOLSKIE,ADAM,MĘŻCZYZNA,357
30,WIELKOPOLSKIE,KACPER,MĘŻCZYZNA,347
30,WIELKOPOLSKIE,WIKTOR,MĘŻCZYZNA,318
30,WIELKOPOLSKIE,MAKSYMILIAN,MĘŻCZYZNA,309
30,WIELKOPOLSKIE,IGOR,MĘŻCZYZNA,309
30,WIELKOPOLSKIE,OLIWIER,MĘŻCZYZNA,303
30,WIELKOPOLSKIE,TYMOTEUSZ,MĘŻCZYZNA,270
30,WIELKOPOLSKIE,MICHAŁ,MĘŻCZYZNA,246
30,WIELKOPOLSKIE,PIOTR,MĘŻCZYZNA,228
30,WIELKOPOLSKIE,JULIAN,MĘŻCZYZNA,192
30,WIELKOPOLSKIE,BRUNO,MĘŻCZYZNA,189
30,WIELKOPOLSKIE,BARTOSZ,MĘŻCZYZNA,187
30,WIELKOPOLSKIE,OSKAR,MĘŻCZYZNA,174
30,WIELKOPOLSKIE,MIŁOSZ,MĘŻCZYZNA,171
30,WIELKOPOLSKIE,CEZARY,MĘŻCZYZNA,168
30,WIELKOPOLSKIE,BORYS,MĘŻCZYZNA,140
30,WIELKOPOLSKIE,GABRIEL,MĘŻCZYZNA,139
30,WIELKOPOLSKIE,FABIAN,MĘŻCZYZNA,134
30,WIELKOPOLSKIE,ALAN,MĘŻCZYZNA,133
30,WIELKOPOLSKIE,NATAN,MĘŻCZYZNA,133
30,WIELKOPOLSKIE,KRZYSZTOF,MĘŻCZYZNA,120
30,WIELKOPOLSKIE,MATEUSZ,MĘŻCZYZNA,119
30,WIELKOPOLSKIE,KSAWERY,MĘŻCZYZNA,115
30,WIELKOPOLSKIE,DAWID,MĘŻCZYZNA,114
30,WIELKOPOLSKIE,HENRYK,MĘŻCZYZNA,114
30,WIELKOPOLSKIE,TOMASZ,MĘŻCZYZNA,110
30,WIELKOPOLSKIE,HUBERT,MĘŻCZYZNA,102
30,WIELKOPOLSKIE,WITOLD,MĘŻCZYZNA,100
30,WIELKOPOLSKIE,KAJETAN,MĘŻCZYZNA,94
30,WIELKOPOLSKIE,KAZIMIERZ,MĘŻCZYZNA,93
30,WIELKOPOLSKIE,DOMINIK,MĘŻCZYZNA,93
30,WIELKOPOLSKIE,TADEUSZ,MĘŻCZYZNA,93
30,WIELKOPOLSKIE,JÓZEF,MĘŻCZYZNA,85
30,WIELKOPOLSKIE,MACIEJ,MĘŻCZYZNA,78
30,WIELKOPOLSKIE,OLAF,MĘŻCZYZNA,76
30,WIELKOPOLSKIE,PAWEŁ,MĘŻCZYZNA,70
30,WIELKOPOLSKIE,TOBIASZ,MĘŻCZYZNA,69
30,WIELKOPOLSKIE,TEODOR,MĘŻCZYZNA,65
30,WIELKOPOLSKIE,LEO,MĘŻCZYZNA,64
30,WIELKOPOLSKIE,FELIKS,MĘŻCZYZNA,63
30,WIELKOPOLSKIE,KUBA,MĘŻCZYZNA,62
30,WIELKOPOLSKIE,ARTUR,MĘŻCZYZNA,60
30,WIELKOPOLSKIE,JERZY,MĘŻCZYZNA,59
30,WIELKOPOLSKIE,GRZEGORZ,MĘŻCZYZNA,57
30,WIELKOPOLSKIE,STEFAN,MĘŻCZYZNA,57
30,WIELKOPOLSKIE,GUSTAW,MĘŻCZYZNA,56
30,WIELKOPOLSKIE,MILAN,MĘŻCZYZNA,56
30,WIELKOPOLSKIE,MIESZKO,MĘŻCZYZNA,54
30,WIELKOPOLSKIE,KAMIL,MĘŻCZYZNA,54
30,WIELKOPOLSKIE,PATRYK,MĘŻCZYZNA,54
30,WIELKOPOLSKIE,SEBASTIAN,MĘŻCZYZNA,53
30,WIELKOPOLSKIE,KAROL,MĘŻCZYZNA,52
30,WIELKOPOLSKIE,KONSTANTY,MĘŻCZYZNA,50
30,WIELKOPOLSKIE,ERYK,MĘŻCZYZNA,49
30,WIELKOPOLSKIE,JĘDRZEJ,MĘŻCZYZNA,47
30,WIELKOPOLSKIE,ALEKS,MĘŻCZYZNA,47
30,WIELKOPOLSKIE,JEREMI,MĘŻCZYZNA,46
30,WIELKOPOLSKIE,ALEX,MĘŻCZYZNA,45
30,WIELKOPOLSKIE,LEONARD,MĘŻCZYZNA,45
30,WIELKOPOLSKIE,RYSZARD,MĘŻCZYZNA,45
30,WIELKOPOLSKIE,DANIEL,MĘŻCZYZNA,44
30,WIELKOPOLSKIE,GRACJAN,MĘŻCZYZNA,41
30,WIELKOPOLSKIE,KRYSTIAN,MĘŻCZYZNA,41
30,WIELKOPOLSKIE,OLIVIER,MĘŻCZYZNA,41
30,WIELKOPOLSKIE,MAURYCY,MĘŻCZYZNA,40
30,WIELKOPOLSKIE,FLORIAN,MĘŻCZYZNA,40
30,WIELKOPOLSKIE,EMIL,MĘŻCZYZNA,36
30,WIELKOPOLSKIE,ADRIAN,MĘŻCZYZNA,35
30,WIELKOPOLSKIE,MARCIN,MĘŻCZYZNA,35
30,WIELKOPOLSKIE,ŁUKASZ,MĘŻCZYZNA,35
30,WIELKOPOLSKIE,KORNEL,MĘŻCZYZNA,35
30,WIELKOPOLSKIE,ROBERT,MĘŻCZYZNA,35
30,WIELKOPOLSKIE,LUCJAN,MĘŻCZYZNA,28
30,WIELKOPOLSKIE,KONRAD,MĘŻCZYZNA,27
30,WIELKOPOLSKIE,BARTŁOMIEJ,MĘŻCZYZNA,27
30,WIELKOPOLSKIE,ALEXANDER,MĘŻCZYZNA,26
30,WIELKOPOLSKIE,FRYDERYK,MĘŻCZYZNA,25
30,WIELKOPOLSKIE,LUDWIK,MĘŻCZYZNA,25
30,WIELKOPOLSKIE,RAFAŁ,MĘŻCZYZNA,25
30,WIELKOPOLSKIE,DORIAN,MĘŻCZYZNA,24
30,WIELKOPOLSKIE,IWO,MĘŻCZYZNA,24
30,WIELKOPOLSKIE,NATANIEL,MĘŻCZYZNA,24
30,WIELKOPOLSKIE,ERNEST,MĘŻCZYZNA,24
30,WIELKOPOLSKIE,KORDIAN,MĘŻCZYZNA,23
30,WIELKOPOLSKIE,DAMIAN,MĘŻCZYZNA,22
30,WIELKOPOLSKIE,MARK,MĘŻCZYZNA,21
30,WIELKOPOLSKIE,MAKSYM,MĘŻCZYZNA,21
30,WIELKOPOLSKIE,REMIGIUSZ,MĘŻCZYZNA,20
30,WIELKOPOLSKIE,RADOSŁAW,MĘŻCZYZNA,19
30,WIELKOPOLSKIE,WŁADYSŁAW,MĘŻCZYZNA,19
30,WIELKOPOLSKIE,SEWERYN,MĘŻCZYZNA,19
30,WIELKOPOLSKIE,JULIUSZ,MĘŻCZYZNA,18
30,WIELKOPOLSKIE,EDWARD,MĘŻCZYZNA,18
30,WIELKOPOLSKIE,ALBERT,MĘŻCZYZNA,17
30,WIELKOPOLSKIE,JEREMIASZ,MĘŻCZYZNA,17
30,WIELKOPOLSKIE,ROMAN,MĘŻCZYZNA,17
30,WIELKOPOLSKIE,BRAJAN,MĘŻCZYZNA,17
30,WIELKOPOLSKIE,SAMUEL,MĘŻCZYZNA,17
30,WIELKOPOLSKIE,GNIEWKO,MĘŻCZYZNA,16
30,WIELKOPOLSKIE,PRZEMYSŁAW,MĘŻCZYZNA,16
30,WIELKOPOLSKIE,JACEK,MĘŻCZYZNA,15
30,WIELKOPOLSKIE,ALEKSY,MĘŻCZYZNA,15
30,WIELKOPOLSKIE,DAVID,MĘŻCZYZNA,15
30,WIELKOPOLSKIE,MAREK,MĘŻCZYZNA,14
30,WIELKOPOLSKIE,ARKADIUSZ,MĘŻCZYZNA,14
30,WIELKOPOLSKIE,MAKS,MĘŻCZYZNA,13
30,WIELKOPOLSKIE,KOSMA,MĘŻCZYZNA,13
30,WIELKOPOLSKIE,HUGO,MĘŻCZYZNA,13
30,WIELKOPOLSKIE,BOGUMIŁ,MĘŻCZYZNA,12
30,WIELKOPOLSKIE,LIAM,MĘŻCZYZNA,12
30,WIELKOPOLSKIE,JOACHIM,MĘŻCZYZNA,12
30,WIELKOPOLSKIE,VINCENT,MĘŻCZYZNA,12
30,WIELKOPOLSKIE,ANDRZEJ,MĘŻCZYZNA,12
30,WIELKOPOLSKIE,JONASZ,MĘŻCZYZNA,11
30,WIELKOPOLSKIE,BŁAŻEJ,MĘŻCZYZNA,11
30,WIELKOPOLSKIE,BERNARD,MĘŻCZYZNA,10
30,WIELKOPOLSKIE,WINCENTY,MĘŻCZYZNA,10
30,WIELKOPOLSKIE,NIKOLAS,MĘŻCZYZNA,10
30,WIELKOPOLSKIE,ARON,MĘŻCZYZNA,10
30,WIELKOPOLSKIE,BENIAMIN,MĘŻCZYZNA,10
30,WIELKOPOLSKIE,OLGIERD,MĘŻCZYZNA,9
30,WIELKOPOLSKIE,OLIVER,MĘŻCZYZNA,9
30,WIELKOPOLSKIE,MAXIMILIAN,MĘŻCZYZNA,9
30,WIELKOPOLSKIE,ARTEM,MĘŻCZYZNA,9
30,WIELKOPOLSKIE,MAX,MĘŻCZYZNA,8
30,WIELKOPOLSKIE,ZBIGNIEW,MĘŻCZYZNA,8
30,WIELKOPOLSKIE,NORBERT,MĘŻCZYZNA,8
30,WIELKOPOLSKIE,CZESŁAW,MĘŻCZYZNA,8
30,WIELKOPOLSKIE,BOGDAN,MĘŻCZYZNA,8
30,WIELKOPOLSKIE,GNIEWOMIR,MĘŻCZYZNA,8
30,WIELKOPOLSKIE,SYLWESTER,MĘŻCZYZNA,8
30,WIELKOPOLSKIE,OKTAWIAN,MĘŻCZYZNA,7
30,WIELKOPOLSKIE,ELIASZ,MĘŻCZYZNA,7
30,WIELKOPOLSKIE,AMADEUSZ,MĘŻCZYZNA,7
30,WIELKOPOLSKIE,MARTIN,MĘŻCZYZNA,7
30,WIELKOPOLSKIE,SZCZEPAN,MĘŻCZYZNA,7
30,WIELKOPOLSKIE,ZIEMOWIT,MĘŻCZYZNA,7
30,WIELKOPOLSKIE,FELICJAN,MĘŻCZYZNA,7
30,WIELKOPOLSKIE,NIKITA,MĘŻCZYZNA,6
30,WIELKOPOLSKIE,MIROSŁAW,MĘŻCZYZNA,6
30,WIELKOPOLSKIE,IVAN,MĘŻCZYZNA,6
30,WIELKOPOLSKIE,TYTUS,MĘŻCZYZNA,6
30,WIELKOPOLSKIE,NICOLAS,MĘŻCZYZNA,6
30,WIELKOPOLSKIE,LEOPOLD,MĘŻCZYZNA,6
30,WIELKOPOLSKIE,OLIWER,MĘŻCZYZNA,6
30,WIELKOPOLSKIE,DARIUSZ,MĘŻCZYZNA,6
30,WIELKOPOLSKIE,KRZESIMIR,MĘŻCZYZNA,5
30,WIELKOPOLSKIE,MAKAR,MĘŻCZYZNA,5
30,WIELKOPOLSKIE,ZACHARY,MĘŻCZYZNA,5
30,WIELKOPOLSKIE,MAKSIM,MĘŻCZYZNA,5
30,WIELKOPOLSKIE,SŁAWOMIR,MĘŻCZYZNA,5
30,WIELKOPOLSKIE,ILIAN,MĘŻCZYZNA,5
30,WIELKOPOLSKIE,BOLESŁAW,MĘŻCZYZNA,5
30,WIELKOPOLSKIE,MARCELI,MĘŻCZYZNA,5
30,WIELKOPOLSKIE,CYPRIAN,MĘŻCZYZNA,5
